user_id,signup_date,tenure_days,behavioral_segment,plan,primary_device,region,age_group,bundle_type,num_services,sessions_last_30d,active_days_last_30d,watch_time_last_30d,avg_session_duration_min,completion_rate,skip_rate,content_diversity_score,feature_usage_score,search_activity_last_30d,watchlist_additions_last_30d,days_since_last_session,churn_probability,will_churn_30d,churn_date
U009009,2025-02-08,143,passive,family,mobile,US,18_24,bundle,2,6,3,231.78,41.32,0.58,0.3765,0.195,0.443,0,2,15,0.181351,0,
U009010,2024-04-28,429,at_risk,premium,mobile,US,18_24,bundle,3,13,5,302.14,23.03,0.5698,0.5092,0.05,0.0016,2,2,26,0.192145,1,2025-07-05
U009011,2024-06-20,376,casual,individual,mobile,LATAM,35_44,standalone,2,11,6,487.77,49.64,0.6901,0.3428,0.5519,0.3414,8,5,5,0.006652,0,
U009012,2023-07-11,721,passive,premium,tv,LATAM,35_44,bundle,2,11,8,504.5,59.62,0.5301,0.5026,0.2151,0.0367,3,5,13,0.102979,0,
U009013,2024-06-08,388,at_risk,student,mobile,US,55_plus,bundle,3,5,5,118.91,25.12,0.3607,0.829,0.1536,0.3244,2,1,7,0.783411,1,2025-07-07
U009014,2023-05-14,779,passive,family,mobile,LATAM,35_44,bundle,2,9,7,205.4,28.15,0.5523,0.5079,0.3806,0.3203,4,2,5,0.054163,0,
U009015,2024-12-20,193,casual,premium,mobile,EU,55_plus,standalone,2,9,6,339.32,34.82,0.612,0.3633,0.5146,0.3734,5,7,21,0.051026,0,
U009016,2024-07-01,365,casual,family,desktop,LATAM,25_34,bundle,1,15,6,704.27,55.46,0.7918,0.2029,0.6582,0.6424,3,4,6,0.007924,0,
U009017,2023-08-13,688,casual,individual,mobile,LATAM,35_44,bundle,3,10,6,240.94,26.92,0.8247,0.2405,0.345,0.512,6,2,4,0.008082,0,
U009018,2025-02-13,138,casual,individual,tv,LATAM,35_44,bundle,2,7,3,398.33,59.44,0.6457,0.5059,0.5123,0.5552,4,6,16,0.035002,0,
U009019,2024-08-26,309,at_risk,individual,mobile,EU,35_44,bundle,4,2,1,62.12,29.26,0.4385,0.6676,0.3226,0.4166,2,1,2,0.547326,0,
U009020,2023-08-17,684,passive,premium,mobile,LATAM,45_54,standalone,2,15,11,207.92,14.43,0.7041,0.3994,0.5159,0.5051,1,3,9,0.033603,0,
U009021,2024-01-05,543,casual,individual,tablet,LATAM,35_44,bundle,3,16,11,661.32,38.99,0.7602,0.3286,0.5838,0.719,6,0,4,0.003258,0,
U009022,2023-07-25,707,passive,individual,tv,US,25_34,standalone,3,9,5,284.74,36.28,0.5962,0.4491,0.1946,0.513,2,3,2,0.038633,0,
U009023,2024-03-09,479,casual,individual,tv,US,35_44,bundle,2,27,18,1429.88,53.07,0.7826,0.3466,0.7001,0.5467,8,7,4,0.001472,0,
U009024,2023-05-15,778,passive,individual,mobile,EU,25_34,standalone,2,8,3,259.62,42.85,0.6741,0.3144,0.3588,0.0848,3,1,48,0.440036,0,
U009025,2023-04-29,794,casual,individual,mobile,LATAM,18_24,standalone,2,14,13,443.68,31.53,0.6275,0.4239,0.4454,0.1671,2,2,19,0.031954,0,
U009026,2023-02-04,878,casual,individual,mobile,LATAM,35_44,bundle,2,14,9,471.78,41.94,0.8029,0.1132,0.6444,0.4572,3,6,3,0.003232,0,
U009027,2025-02-15,136,passive,individual,mobile,EU,18_24,standalone,1,5,6,203.39,32.82,0.6094,0.4003,0.4769,0.1297,4,2,21,0.326223,0,
U009028,2024-01-04,544,passive,individual,desktop,LATAM,35_44,standalone,2,5,6,135.52,29.05,0.3365,0.7269,0.3149,0.5155,2,1,6,0.341253,0,
U009029,2025-02-22,129,passive,individual,mobile,US,25_34,standalone,4,4,2,126.38,25.06,0.643,0.4204,0.3191,0.3142,1,1,1,0.257171,0,
U009030,2024-11-14,229,casual,individual,mobile,LATAM,45_54,standalone,2,6,2,156.93,32.6,0.7831,0.2765,0.3471,0.5656,5,5,3,0.051801,0,
U009031,2024-09-13,291,passive,individual,mobile,EU,25_34,bundle,3,2,2,64.52,31.99,0.5127,0.4878,0.3052,0.4348,4,4,0,0.28856,0,
U009032,2023-11-17,592,casual,family,mobile,APAC,25_34,standalone,3,15,9,417.78,32.6,0.7887,0.3882,0.6026,0.7679,10,1,7,0.003062,0,
U009033,2024-05-22,405,casual,individual,mobile,LATAM,25_34,standalone,2,16,11,520.3,33.76,0.8367,0.1748,0.4775,0.3746,5,8,3,0.006005,0,
U009034,2023-05-10,783,passive,individual,mobile,LATAM,35_44,standalone,3,5,5,83.98,20.97,0.6102,0.4372,0.05,0.2932,6,2,9,0.226554,0,
U009035,2024-09-14,290,passive,individual,desktop,LATAM,18_24,standalone,2,6,3,178.62,35.51,0.6336,0.2608,0.4525,0.4774,6,2,19,0.190102,0,
U009036,2023-12-12,567,at_risk,student,tv,LATAM,25_34,standalone,2,10,4,401.75,33.94,0.2993,0.7563,0.3834,0.2971,1,0,6,0.142649,1,2025-07-15
U009037,2023-08-07,694,casual,family,mobile,LATAM,25_34,standalone,4,17,10,516.41,23.09,0.7522,0.2883,0.4661,0.5737,13,6,7,0.003518,0,
U009038,2023-01-30,883,at_risk,premium,mobile,LATAM,25_34,standalone,2,7,2,95.86,14.35,0.4704,0.5687,0.4748,0.2104,1,1,2,0.222925,0,
U009039,2024-10-31,243,casual,individual,tv,US,55_plus,bundle,3,17,11,821.67,44.68,0.7577,0.1936,0.7519,0.299,7,5,5,0.002567,0,
U009040,2023-09-02,668,passive,individual,mobile,LATAM,35_44,bundle,2,4,3,113.42,36.94,0.4687,0.6894,0.1948,0.3443,1,1,16,0.704025,0,
U009041,2025-03-20,103,at_risk,individual,desktop,LATAM,35_44,standalone,2,2,1,79.39,39.36,0.5919,0.4462,0.5089,0.4517,3,0,25,0.53458,0,
U009042,2024-02-14,503,passive,family,tv,APAC,18_24,standalone,1,2,1,46.09,26.43,0.4066,0.6002,0.3282,0.0,4,4,0,0.434959,0,
U009043,2024-06-06,390,at_risk,student,tv,LATAM,35_44,bundle,3,4,4,163.36,32.41,0.6358,0.4197,0.3222,0.3463,2,0,13,0.319882,0,
U009044,2023-02-18,864,at_risk,premium,tv,APAC,45_54,bundle,2,10,3,258.28,21.85,0.473,0.6604,0.1486,0.4543,3,1,4,0.184438,0,
U009045,2023-07-29,703,casual,student,mobile,US,25_34,standalone,4,12,7,530.27,44.55,0.7647,0.3754,0.4713,0.303,8,0,2,0.016277,0,
U009046,2023-03-17,837,at_risk,premium,mobile,LATAM,55_plus,standalone,2,6,1,139.02,22.03,0.3013,0.7283,0.0881,0.2178,4,1,3,0.747037,1,2025-07-18
U009047,2023-05-23,770,at_risk,student,tv,US,25_34,bundle,3,7,2,368.5,45.44,0.4949,0.5531,0.1426,0.0719,2,0,4,0.64447,1,2025-07-08
U009048,2024-06-09,387,casual,individual,mobile,APAC,18_24,standalone,3,13,6,471.38,33.59,0.7195,0.3214,0.4456,0.243,6,2,1,0.013467,0,
U009049,2023-09-02,668,power,individual,mobile,EU,45_54,standalone,5,29,15,1120.16,34.6,0.7022,0.4828,0.7356,0.8953,15,9,2,0.001317,0,
U009050,2025-05-06,56,casual,individual,desktop,LATAM,35_44,standalone,2,9,3,386.43,40.62,0.6579,0.382,0.4576,0.5115,4,4,18,0.0402,0,
U009051,2024-02-02,515,at_risk,premium,tablet,LATAM,35_44,standalone,1,4,1,94.01,28.72,0.5393,0.566,0.3167,0.2817,2,1,6,0.543575,1,2025-07-16
U009052,2025-04-21,71,at_risk,individual,mobile,LATAM,55_plus,bundle,4,5,4,71.09,18.55,0.5586,0.5555,0.5412,0.2191,0,0,2,0.330129,0,
U009053,2023-09-10,660,at_risk,student,desktop,LATAM,45_54,standalone,3,10,6,379.36,49.81,0.4438,0.7149,0.2811,0.182,2,0,52,0.795128,1,2025-07-14
U009054,2023-02-10,872,casual,premium,mobile,LATAM,55_plus,bundle,4,14,9,737.5,54.3,0.7548,0.2358,0.6888,0.4231,2,3,2,0.002627,0,
U009055,2023-10-17,623,power,individual,tablet,APAC,35_44,standalone,4,31,21,1900.67,62.48,0.8313,0.3754,0.5244,0.7438,11,7,3,0.000421,0,
U009056,2023-06-01,761,casual,student,mobile,US,35_44,standalone,3,14,5,517.85,35.29,0.5182,0.6077,0.6357,0.6256,5,2,5,0.028426,0,
U009057,2024-11-09,234,casual,student,tv,EU,35_44,bundle,4,5,8,262.86,43.54,0.6619,0.4453,0.7944,0.6813,7,3,2,0.012126,0,
U009058,2023-01-18,895,power,individual,tv,US,25_34,standalone,2,20,14,836.39,43.42,0.6512,0.3512,0.8054,0.6238,12,4,0,0.001453,0,
U009059,2024-02-08,509,power,premium,mobile,LATAM,18_24,bundle,5,28,20,1706.17,62.62,0.6456,0.4635,0.8291,0.7657,14,6,4,0.001004,0,
U009060,2023-10-23,617,power,student,desktop,LATAM,45_54,standalone,2,31,18,1608.79,55.16,0.8665,0.0532,0.8303,0.6155,10,6,7,0.000255,0,
U009061,2023-07-31,701,casual,family,mobile,EU,18_24,standalone,4,18,9,603.33,31.2,0.8999,0.128,0.5397,0.2983,6,6,5,0.002281,0,
U009062,2023-11-22,587,passive,individual,desktop,LATAM,45_54,bundle,1,7,3,112.72,23.21,0.6214,0.3988,0.5488,0.3185,4,4,3,0.059265,0,
U009063,2024-08-29,306,casual,individual,mobile,LATAM,25_34,standalone,3,13,11,311.07,28.0,0.7812,0.224,0.7789,0.7503,5,4,1,0.006524,0,
U009064,2023-12-17,562,casual,family,mobile,LATAM,25_34,bundle,2,19,17,449.98,25.71,0.6254,0.4662,0.6439,0.4193,6,4,8,0.012277,0,
U009065,2023-11-10,599,passive,family,mobile,LATAM,18_24,standalone,3,10,5,147.49,15.1,0.7998,0.2561,0.2452,0.4936,7,1,3,0.047316,0,
U009066,2023-05-17,776,at_risk,individual,mobile,LATAM,25_34,standalone,2,6,8,152.48,27.71,0.5098,0.6354,0.3574,0.1429,2,0,6,0.282952,0,
U009067,2024-04-08,449,passive,individual,tv,LATAM,18_24,bundle,3,11,6,348.56,38.94,0.6117,0.4275,0.5132,0.2531,4,3,11,0.055895,0,
U009068,2024-03-21,467,passive,student,tv,EU,18_24,standalone,1,12,6,354.64,28.0,0.3186,0.7909,0.05,0.0418,3,2,14,0.383464,1,2025-07-07
U009069,2024-03-20,468,passive,family,tablet,US,35_44,standalone,1,13,8,534.78,36.45,0.4733,0.5664,0.4642,0.2884,2,0,14,0.186464,0,
U009070,2025-02-22,129,passive,individual,tv,EU,25_34,standalone,2,6,10,408.64,50.67,0.748,0.2552,0.185,0.5143,2,4,17,0.075676,0,
U009071,2025-03-15,108,passive,individual,tv,EU,18_24,bundle,3,3,2,182.75,62.67,0.4893,0.424,0.1809,0.5392,2,4,61,0.919499,1,2025-07-25
U009072,2025-05-15,47,casual,individual,mobile,US,25_34,standalone,4,6,2,100.69,17.43,0.5141,0.5994,0.6609,0.5012,6,3,15,0.09349,1,2025-07-06
U009073,2023-10-30,610,passive,family,tv,LATAM,18_24,bundle,3,16,11,867.38,49.89,0.6172,0.4713,0.3558,0.3473,2,3,3,0.048239,0,
U009074,2024-06-02,394,casual,student,desktop,LATAM,55_plus,bundle,2,17,9,756.9,43.8,0.7003,0.3589,0.4902,0.5405,8,6,18,0.028366,0,
U009075,2023-05-09,784,casual,family,mobile,LATAM,45_54,standalone,2,18,10,705.66,44.28,0.6089,0.3591,0.3971,0.3643,0,4,16,0.022615,0,
U009076,2023-09-29,641,casual,family,mobile,EU,25_34,standalone,4,12,10,394.52,39.77,0.7344,0.3875,0.4748,0.4423,5,3,1,0.005575,0,
U009077,2025-01-29,153,casual,individual,mobile,EU,25_34,standalone,2,16,9,727.83,41.79,0.7751,0.284,0.457,0.548,7,9,1,0.007295,0,
U009078,2025-03-06,117,casual,individual,mobile,US,18_24,bundle,3,12,7,676.24,56.16,0.6511,0.4633,0.3909,0.6888,5,2,23,0.045363,0,
U009079,2024-07-18,348,passive,individual,tv,LATAM,35_44,bundle,1,3,3,182.39,50.43,0.621,0.4799,0.3085,0.5846,6,1,7,0.274712,1,2025-07-28
U009080,2023-03-22,832,casual,individual,mobile,LATAM,18_24,bundle,3,20,11,792.75,42.5,0.7817,0.3854,0.8352,0.469,11,3,4,0.002089,0,
U009081,2025-04-20,72,power,premium,tablet,LATAM,35_44,bundle,2,25,17,1070.88,42.51,0.842,0.2212,0.879,0.5986,7,10,2,0.00052,0,
U009082,2024-12-20,193,casual,individual,mobile,LATAM,25_34,standalone,4,12,6,210.65,22.4,0.6545,0.373,0.5382,0.6615,12,6,12,0.017945,0,
U009083,2025-05-07,55,casual,student,mobile,APAC,35_44,standalone,4,14,11,750.13,54.64,0.577,0.4447,0.7519,0.5733,4,4,7,0.023136,0,
U009084,2024-06-06,390,passive,individual,mobile,LATAM,25_34,standalone,3,9,9,363.33,45.22,0.5154,0.583,0.3534,0.4446,1,2,1,0.09875,0,
U009085,2023-01-22,891,casual,family,mobile,APAC,18_24,bundle,2,17,12,777.42,40.47,0.8711,0.1922,0.6559,0.8074,3,2,1,0.001519,0,
U009086,2023-10-15,625,power,individual,tablet,US,25_34,standalone,4,20,9,1271.1,61.16,0.9133,0.0877,0.4892,0.6089,11,8,2,0.000453,0,
U009087,2024-03-29,459,power,family,desktop,LATAM,35_44,bundle,4,36,27,1289.21,45.41,0.8097,0.1595,0.7942,0.7668,8,10,3,0.000127,0,
U009088,2025-01-27,155,casual,student,mobile,LATAM,35_44,standalone,3,9,5,279.31,32.1,0.9071,0.0891,0.5935,0.5238,3,6,5,0.009834,0,
U009089,2024-07-27,339,power,student,mobile,LATAM,35_44,standalone,5,18,12,923.15,56.77,0.8316,0.2298,0.5693,0.8072,7,4,1,0.000876,0,
U009090,2024-03-02,486,casual,individual,tv,US,25_34,bundle,2,14,5,877.21,54.2,0.7512,0.3697,0.6926,0.4496,3,4,16,0.008524,0,
U009091,2024-10-05,269,passive,premium,tv,US,35_44,standalone,3,7,6,306.63,52.03,0.7143,0.4087,0.5678,0.1517,3,2,44,0.249473,0,
U009092,2023-09-26,644,at_risk,family,tv,LATAM,18_24,bundle,1,8,5,45.07,5.71,0.369,0.6869,0.3054,0.1867,0,0,14,0.749632,0,
U009093,2023-01-30,883,passive,individual,mobile,LATAM,35_44,bundle,2,10,5,57.9,6.23,0.6497,0.3827,0.4366,0.1628,2,2,33,0.219375,0,
U009094,2024-12-04,209,power,individual,tv,LATAM,45_54,standalone,5,11,8,556.6,56.12,0.8712,0.1244,0.7232,0.7129,6,10,3,0.000677,0,
U009095,2024-10-25,249,casual,premium,mobile,LATAM,18_24,standalone,3,2,2,93.46,48.91,0.5687,0.5718,0.1816,0.4224,9,7,7,0.261251,1,2025-07-02
U009096,2025-02-12,139,passive,premium,mobile,US,45_54,standalone,3,7,5,134.39,27.82,0.4723,0.5978,0.3615,0.1797,2,1,11,0.34832,0,
U009097,2023-09-08,662,casual,individual,desktop,US,55_plus,bundle,2,14,6,663.77,41.07,0.9619,0.2215,0.7444,0.6664,4,2,4,0.00407,0,
U009098,2024-04-25,432,at_risk,family,mobile,LATAM,55_plus,bundle,2,3,3,122.64,34.88,0.6001,0.5026,0.2443,0.3253,2,0,30,0.666608,1,2025-07-24
U009099,2024-09-27,277,casual,premium,mobile,EU,18_24,bundle,3,15,9,832.47,49.93,0.6197,0.4896,0.3752,0.7045,11,3,28,0.068242,0,
U009100,2024-11-23,220,power,individual,mobile,LATAM,45_54,bundle,3,21,12,688.82,38.11,0.882,0.1371,0.3827,0.7298,17,7,0,0.000737,0,
U009101,2025-04-01,91,casual,individual,mobile,EU,18_24,bundle,4,15,12,805.66,51.84,0.7885,0.2992,0.4147,0.3136,10,1,2,0.006624,0,
U009102,2024-04-13,444,at_risk,individual,desktop,US,25_34,standalone,3,7,3,212.29,26.79,0.4416,0.5786,0.2863,0.4192,3,2,50,0.726196,0,
U009103,2023-10-15,625,at_risk,individual,mobile,US,35_44,standalone,3,9,8,142.87,15.44,0.4404,0.5602,0.2796,0.0845,4,2,3,0.149166,1,2025-07-15
U009104,2024-11-09,234,at_risk,family,tv,LATAM,25_34,standalone,1,2,1,62.13,34.18,0.4511,0.596,0.4466,0.3219,0,0,7,0.772019,1,2025-07-05
U009105,2025-05-31,31,casual,individual,tablet,EU,25_34,standalone,3,13,9,499.6,32.1,0.7187,0.3338,0.4281,0.569,11,3,2,0.004593,0,
U009106,2024-04-15,442,passive,individual,mobile,US,55_plus,standalone,3,10,5,259.16,21.61,0.7079,0.4299,0.2325,0.3807,3,2,7,0.025229,0,
U009107,2023-10-22,618,casual,individual,mobile,LATAM,18_24,standalone,3,15,7,588.68,45.61,0.7465,0.3449,0.5614,0.2578,9,4,3,0.00641,0,
U009108,2024-08-05,330,casual,family,mobile,LATAM,35_44,bundle,3,14,11,653.92,40.35,0.7432,0.4329,0.4539,0.2381,5,5,6,0.013219,0,
U009109,2024-10-26,248,passive,student,mobile,EU,45_54,standalone,3,5,1,184.99,35.79,0.6625,0.4388,0.6285,0.3898,5,1,9,0.225671,0,
U009110,2025-01-18,164,at_risk,individual,mobile,LATAM,25_34,standalone,3,3,1,29.56,13.49,0.4789,0.5831,0.1299,0.1843,0,2,0,0.764293,0,
U009111,2023-08-22,679,casual,student,tv,US,55_plus,standalone,3,6,4,270.94,53.03,0.7771,0.2193,0.4765,0.492,10,5,5,0.035776,0,
U009112,2023-05-13,780,casual,family,mobile,LATAM,55_plus,bundle,1,15,9,730.2,45.8,0.5232,0.5703,0.5114,0.8118,6,5,4,0.014803,0,
U009113,2023-08-01,700,casual,student,tv,LATAM,25_34,standalone,2,26,19,1338.71,63.75,0.7439,0.2618,0.5124,0.4035,8,2,4,0.00212,0,
U009114,2024-03-07,481,casual,student,desktop,EU,25_34,standalone,3,9,3,369.1,51.39,0.5731,0.493,0.8804,0.4735,6,3,7,0.039492,0,
U009115,2023-09-10,660,power,family,mobile,LATAM,18_24,bundle,2,37,28,1860.6,47.69,0.7899,0.3477,0.8091,0.7406,11,5,3,0.000401,0,
U009116,2024-06-21,375,at_risk,student,mobile,LATAM,55_plus,standalone,4,6,1,163.59,25.26,0.6051,0.3829,0.3546,0.1926,0,1,12,0.344459,0,
U009117,2025-05-11,51,power,family,mobile,LATAM,18_24,standalone,4,25,21,1278.09,57.69,0.8743,0.1912,0.5245,0.9358,14,5,7,0.000524,0,
U009118,2024-07-16,350,passive,individual,mobile,EU,25_34,bundle,1,8,8,208.63,23.23,0.5668,0.5341,0.4117,0.2977,4,0,7,0.135694,0,
U009119,2023-09-28,642,casual,family,mobile,LATAM,35_44,bundle,2,21,9,898.28,53.65,0.5994,0.4211,0.4523,0.5009,3,1,9,0.014756,0,
U009120,2023-11-16,593,casual,student,tv,US,35_44,standalone,4,10,4,419.71,49.53,0.8052,0.3097,0.6419,0.2479,7,6,9,0.018118,0,
U009121,2023-01-21,892,casual,student,mobile,US,35_44,standalone,2,17,14,476.7,27.86,0.5927,0.347,0.7114,0.3481,9,2,17,0.028909,0,
U009122,2023-01-15,898,casual,individual,mobile,LATAM,18_24,bundle,1,13,8,599.14,40.1,0.8153,0.1897,0.4392,0.8278,7,4,3,0.00165,0,
U009123,2024-11-02,241,casual,premium,mobile,LATAM,35_44,bundle,2,16,7,818.57,36.38,0.7034,0.3643,0.598,0.1402,6,6,3,0.003651,0,
U009124,2025-05-24,38,passive,family,tv,LATAM,35_44,bundle,2,10,13,570.97,49.95,0.3815,0.6524,0.2145,0.361,2,3,7,0.170566,0,
U009125,2024-10-06,268,at_risk,individual,mobile,LATAM,35_44,standalone,4,8,5,246.51,38.22,0.325,0.7669,0.05,0.1854,0,1,11,0.572833,0,
U009126,2023-04-30,793,casual,individual,tv,APAC,35_44,bundle,4,9,12,675.6,59.06,0.5339,0.4791,0.5939,0.2009,6,4,2,0.01542,0,
U009127,2023-06-24,738,passive,student,tv,EU,18_24,bundle,2,10,9,484.21,54.28,0.4854,0.6703,0.3566,0.2955,6,1,3,0.077258,0,
U009128,2025-03-07,116,at_risk,individual,mobile,EU,18_24,bundle,2,0,1,10.0,27.16,0.3033,0.7714,0.1878,0.1468,0,2,21,0.988216,1,2025-07-10
U009129,2025-01-13,169,casual,individual,tv,EU,18_24,bundle,3,11,4,672.52,53.75,0.6415,0.3935,0.6278,0.4207,11,3,6,0.011804,0,
U009130,2024-01-28,520,at_risk,premium,mobile,LATAM,25_34,standalone,2,9,7,203.23,24.48,0.3639,0.7877,0.4459,0.2431,2,1,15,0.296665,0,
U009131,2023-11-04,605,at_risk,student,tv,EU,25_34,standalone,1,7,3,397.58,46.78,0.6125,0.4323,0.1922,0.2771,2,0,7,0.292336,1,2025-07-02
U009132,2023-01-28,885,at_risk,premium,mobile,LATAM,18_24,standalone,2,6,3,86.65,15.51,0.3572,0.7231,0.4255,0.5278,3,1,3,0.403539,0,
U009133,2023-08-14,687,passive,student,tv,EU,25_34,standalone,3,7,6,221.49,46.58,0.4527,0.5489,0.1671,0.3293,2,3,32,0.650691,1,2025-07-08
U009134,2024-11-29,214,passive,family,tv,APAC,35_44,standalone,4,7,3,312.13,48.62,0.3601,0.5761,0.4037,0.5878,3,1,10,0.207587,1,2025-07-29
U009135,2025-04-30,62,casual,individual,tv,LATAM,35_44,bundle,3,17,10,427.35,32.4,0.8127,0.166,0.7459,0.218,13,4,3,0.00482,0,
U009136,2023-11-28,581,passive,student,tv,US,45_54,standalone,3,5,4,168.04,36.72,0.5681,0.4309,0.5677,0.3873,2,4,6,0.087288,0,
U009137,2024-02-05,512,at_risk,family,mobile,LATAM,25_34,bundle,3,4,5,92.89,24.31,0.4428,0.6256,0.3183,0.0,4,2,5,0.716696,1,2025-07-30
U009138,2023-03-22,832,casual,individual,tv,EU,25_34,standalone,2,15,9,774.09,47.25,0.7017,0.3741,0.6118,0.4312,6,3,6,0.008795,0,
U009139,2024-01-17,531,passive,premium,mobile,LATAM,18_24,bundle,1,3,4,34.57,11.22,0.5436,0.5638,0.1227,0.1292,0,0,29,0.849187,1,2025-07-05
U009140,2024-03-22,466,casual,family,mobile,LATAM,45_54,standalone,4,14,5,631.84,53.18,0.6098,0.4705,0.6109,0.6144,4,5,2,0.006484,0,
U009141,2024-09-10,294,power,premium,mobile,EU,35_44,standalone,5,15,8,703.7,47.69,0.6756,0.423,0.6215,0.5456,20,5,1,0.001638,0,
U009142,2025-03-18,105,passive,family,tv,LATAM,18_24,standalone,2,4,4,128.34,34.68,0.6305,0.3679,0.0885,0.2267,1,2,25,0.590866,0,
U009143,2023-04-30,793,passive,individual,tv,LATAM,18_24,bundle,3,9,4,286.11,32.58,0.4626,0.6202,0.4834,0.3405,0,1,16,0.2121,0,
U009144,2023-06-13,749,passive,individual,tablet,US,18_24,standalone,2,4,1,184.3,38.3,0.6354,0.44,0.28,0.4759,3,2,87,0.958405,1,2025-07-18
U009145,2025-01-11,171,at_risk,family,tv,US,25_34,bundle,1,2,4,74.36,34.85,0.3658,0.6754,0.0567,0.271,1,1,30,0.878208,1,2025-07-09
U009146,2023-09-27,643,casual,individual,tablet,LATAM,18_24,standalone,3,24,13,1146.18,51.87,0.6148,0.4045,0.385,0.7678,6,1,3,0.005734,0,
U009147,2024-07-19,347,at_risk,individual,desktop,LATAM,45_54,standalone,2,5,1,138.51,31.95,0.4472,0.5852,0.1323,0.1725,5,0,16,0.761078,1,2025-07-03
U009148,2024-05-17,410,passive,individual,mobile,LATAM,25_34,bundle,2,10,4,248.92,35.05,0.4808,0.6406,0.0812,0.4564,2,4,9,0.29765,0,
U009149,2023-05-24,769,at_risk,family,tv,LATAM,55_plus,standalone,3,2,1,74.54,36.94,0.5197,0.5671,0.3727,0.3732,2,1,17,0.788848,1,2025-07-15
U009150,2023-05-30,763,casual,individual,mobile,APAC,25_34,standalone,2,24,14,578.26,24.52,0.7967,0.3713,0.7326,0.2984,3,5,3,0.003316,0,
U009151,2024-12-17,196,casual,student,mobile,EU,25_34,bundle,2,5,3,103.2,23.71,0.7124,0.341,0.5427,0.1609,6,4,1,0.067457,0,
U009152,2024-09-07,297,at_risk,premium,desktop,US,55_plus,standalone,2,4,5,101.35,27.96,0.5286,0.5049,0.2548,0.3485,3,0,0,0.27426,1,2025-07-03
U009153,2023-06-17,745,power,family,mobile,LATAM,18_24,bundle,5,30,23,2043.6,67.38,0.99,0.1023,0.657,0.6621,8,6,3,0.000103,0,
U009154,2023-03-26,828,casual,individual,desktop,APAC,45_54,standalone,2,9,7,159.04,19.23,0.7349,0.3012,0.465,0.5156,10,8,2,0.007609,0,
U009155,2025-03-25,98,passive,student,tablet,LATAM,18_24,bundle,3,2,2,59.93,36.31,0.776,0.3209,0.4571,0.1391,3,1,34,0.529527,1,2025-07-10
U009156,2023-06-06,756,passive,family,tablet,APAC,25_34,bundle,3,5,5,143.44,34.91,0.5679,0.4551,0.3186,0.4486,2,5,4,0.168054,0,
U009157,2024-04-01,456,at_risk,individual,tv,APAC,45_54,standalone,2,8,3,138.17,25.07,0.6201,0.4405,0.4619,0.1742,2,0,4,0.265534,1,2025-07-06
U009158,2024-01-04,544,passive,family,tv,APAC,18_24,bundle,1,8,2,437.57,49.07,0.5808,0.536,0.4865,0.3807,3,1,34,0.294485,1,2025-07-17
U009159,2025-03-28,95,at_risk,family,mobile,LATAM,18_24,bundle,3,2,1,19.93,10.49,0.4192,0.7387,0.5085,0.3105,0,1,10,0.891033,1,2025-07-16
U009160,2023-10-18,622,casual,individual,mobile,LATAM,25_34,bundle,3,13,11,346.61,34.82,0.7261,0.2859,0.4526,0.2377,3,6,10,0.020203,0,
U009161,2023-10-20,620,passive,individual,tablet,US,25_34,bundle,2,10,8,500.63,41.64,0.6262,0.3687,0.2965,0.4945,2,3,9,0.071094,0,
U009162,2023-11-02,607,at_risk,student,mobile,LATAM,25_34,bundle,3,6,1,28.35,5.99,0.3926,0.6496,0.1951,0.1091,1,0,11,0.797467,1,2025-07-27
U009163,2023-07-14,718,passive,individual,tv,LATAM,35_44,standalone,3,10,7,234.38,36.11,0.5498,0.5053,0.4205,0.3854,1,0,4,0.075976,0,
U009164,2023-02-28,854,power,individual,desktop,US,18_24,standalone,5,31,24,2102.85,60.48,0.6611,0.4617,0.8339,0.7284,10,6,3,0.000716,0,
U009165,2023-05-23,770,casual,student,mobile,US,35_44,standalone,3,21,17,582.31,35.09,0.8082,0.345,0.5933,0.2812,10,2,1,0.002398,0,
U009166,2023-08-23,678,passive,premium,tablet,LATAM,35_44,standalone,1,8,5,183.58,22.76,0.6785,0.341,0.3726,0.4626,0,1,4,0.044968,0,
U009167,2023-01-29,884,passive,family,mobile,LATAM,45_54,standalone,2,5,3,174.64,39.79,0.3487,0.7277,0.5877,0.6544,2,2,5,0.195818,0,
U009168,2023-10-23,617,casual,individual,mobile,US,55_plus,standalone,2,16,10,539.61,35.68,0.6839,0.4224,0.2627,0.4692,7,3,2,0.009555,0,
U009169,2023-10-25,615,passive,individual,tv,LATAM,45_54,standalone,2,9,8,298.72,34.46,0.5619,0.5073,0.3365,0.4121,1,0,3,0.097816,0,
U009170,2024-02-15,502,at_risk,individual,tv,US,18_24,standalone,2,7,4,117.51,17.99,0.5991,0.5076,0.4361,0.1816,3,1,5,0.258488,0,
U009171,2023-08-02,699,casual,individual,tablet,EU,18_24,standalone,3,24,16,968.94,53.26,0.8557,0.196,0.4178,0.4838,6,1,11,0.002949,0,
U009172,2025-03-31,92,passive,individual,mobile,EU,35_44,standalone,3,5,4,141.24,25.86,0.3886,0.7121,0.3652,0.2106,4,0,22,0.633641,0,
U009173,2024-03-18,470,passive,student,mobile,EU,25_34,bundle,2,4,1,107.42,34.01,0.6258,0.5241,0.3977,0.2539,3,2,15,0.45943,0,
