user_id,sessions_last_30d,active_days_last_30d,watch_time_last_30d,avg_session_duration_min,completion_rate,skip_rate,content_diversity_score,feature_usage_score,search_activity_last_30d,watchlist_additions_last_30d,days_since_last_session
U008438,9,5,337.59,34.64,0.6065,0.3986,0.4121,0.5294,8,2,2
U008439,25,17,1319.89,69.32,0.7543,0.3118,0.7089,0.4151,6,8,3
U008440,0,4,10.0,67.8,0.529,0.6095,0.4906,0.5247,6,2,4
U008441,16,10,680.76,43.9,0.99,0.0708,0.7972,0.5201,15,5,0
U008442,11,1,634.02,47.66,0.7138,0.3614,0.6325,0.2262,5,5,12
U008443,1,1,34.9,28.88,0.4568,0.5639,0.1206,0.2463,3,1,56
U008444,21,15,901.93,50.43,0.6916,0.4391,0.5168,0.4213,5,7,3
U008445,15,6,344.53,27.58,0.8407,0.2663,0.5785,0.3754,4,7,1
U008446,7,7,306.0,38.22,0.4643,0.6329,0.274,0.1045,4,0,0
U008447,11,7,826.64,75.0,0.9693,0.0753,0.8592,0.6949,10,7,2
U008448,11,4,234.15,33.17,0.5481,0.5,0.3114,0.3553,0,0,6
U008449,21,10,1086.24,44.59,0.774,0.3311,0.6075,0.6814,5,10,2
U008450,15,12,660.52,42.97,0.7116,0.3911,0.3774,0.2618,5,2,6
U008451,5,1,174.61,31.21,0.6141,0.4019,0.4524,0.1169,3,2,5
U008452,11,12,683.69,51.02,0.7455,0.2949,0.4224,0.2065,6,4,4
U008453,20,12,960.99,42.72,0.7603,0.2503,0.6337,0.6198,5,2,0
U008454,16,11,528.73,40.21,0.7334,0.3513,0.6153,0.4655,7,5,6
U008455,4,3,99.07,25.9,0.5005,0.5675,0.4075,0.2358,4,3,0
U008456,23,11,1129.65,50.71,0.8751,0.1526,0.7411,0.7102,9,3,3
U008457,4,4,83.9,19.58,0.6326,0.3192,0.261,0.403,10,2,20
U008458,5,3,131.76,27.84,0.7117,0.3525,0.3387,0.2,4,1,57
U008459,10,5,309.05,43.24,0.8923,0.2408,0.5535,0.446,9,4,7
U008460,24,14,1277.15,48.41,0.9391,0.1542,0.7443,0.4224,8,8,5
U008461,19,10,569.9,27.97,0.8179,0.3332,0.4447,0.3749,7,1,4
U008462,14,7,527.45,40.11,0.5469,0.4536,0.3031,0.4284,1,7,23
U008463,18,6,918.74,42.49,0.7879,0.2139,1.0,0.3354,5,4,14
U008464,13,5,451.05,32.43,0.6908,0.3743,0.5605,0.5349,4,2,4
U008465,19,9,1341.43,68.97,0.7294,0.333,0.9162,0.5646,9,7,2
U008466,16,9,644.31,51.59,0.6987,0.342,0.3876,0.5346,7,1,2
U008467,12,7,426.92,43.38,0.6191,0.3371,0.2802,0.1639,1,0,5
U008468,22,13,1452.9,62.82,0.8516,0.1681,0.7465,0.5342,10,3,6
U008469,10,4,262.65,26.84,0.7632,0.2774,0.5514,0.6557,8,3,4
U008470,9,11,254.27,27.67,0.4676,0.6193,0.4153,0.4375,1,3,1
U008471,5,5,95.57,26.95,0.5715,0.4138,0.3773,0.7969,3,3,11
U008472,30,15,2069.44,56.79,0.897,0.1627,0.6634,0.7012,13,9,2
U008473,26,22,2114.97,71.64,0.8604,0.2623,1.0,0.4993,11,7,6
U008474,13,9,524.11,45.91,0.6725,0.3852,0.6685,0.6124,4,5,0
U008475,6,6,175.66,32.37,0.719,0.355,0.4028,0.2473,2,1,11
U008476,18,12,466.68,38.67,0.7589,0.3187,0.7919,0.3295,3,1,4
U008477,5,6,23.39,5.0,0.6383,0.4472,0.5723,0.0979,5,3,8
U008478,9,6,215.33,22.09,0.6777,0.4939,0.4088,0.2884,2,2,22
U008479,7,2,256.4,43.45,0.5276,0.3723,0.2317,0.28,5,2,7
U008480,13,9,379.71,25.77,0.656,0.3511,0.557,0.1081,7,6,6
U008481,31,17,2422.28,64.44,0.7907,0.1458,0.6731,0.7287,10,6,2
U008482,23,12,1122.24,47.63,0.497,0.4735,0.6783,0.4564,3,5,4
U008483,21,15,860.47,47.82,0.8312,0.1925,0.9597,0.8768,5,10,0
U008484,8,2,449.8,54.74,0.5512,0.3981,0.472,0.4462,4,3,1
U008485,2,1,31.38,19.57,0.5196,0.5761,0.2638,0.0899,3,1,15
U008486,12,2,358.57,29.39,0.7669,0.4131,0.2726,0.4941,4,6,1
U008487,37,27,1315.71,29.7,0.7779,0.239,0.5928,0.5518,7,10,6
U008488,16,8,928.88,50.12,0.7993,0.265,0.406,0.3781,5,1,1
U008489,9,4,302.66,33.65,0.3931,0.5716,0.2413,0.1996,1,0,15
U008490,41,28,2490.19,61.81,0.8687,0.1253,0.8089,0.7141,11,15,4
U008491,1,1,29.15,29.44,0.6976,0.4062,0.5185,0.1643,1,3,24
U008492,4,1,90.32,21.43,0.4411,0.6736,0.301,0.0864,3,2,26
U008493,15,12,1154.54,58.07,0.7873,0.2231,0.1615,0.2803,5,9,1
U008494,4,1,149.28,31.85,0.5761,0.4455,0.539,0.3087,3,4,3
U008495,3,2,93.3,35.7,0.7859,0.3381,0.5557,0.6572,3,6,4
U008496,14,7,450.55,48.01,0.695,0.314,0.7232,0.577,6,5,11
U008497,7,5,237.7,29.65,0.7473,0.2985,0.1547,0.596,7,5,4
U008498,35,19,2729.71,69.74,0.7621,0.2582,0.8118,0.7895,18,5,1
U008499,7,4,361.45,42.09,0.6095,0.3779,0.5609,0.3187,4,1,12
U008500,5,7,138.7,23.04,0.3527,0.7296,0.278,0.2346,5,0,3
U008501,13,4,593.05,52.3,0.6245,0.5351,0.4427,0.3793,4,4,4
U008502,1,1,29.64,36.76,0.5109,0.626,0.2398,0.1306,7,3,24
U008503,7,4,264.62,47.21,0.8991,0.138,0.6653,0.8292,6,6,11
U008504,19,16,1046.46,48.28,0.9834,0.034,0.5353,0.6959,10,4,0
U008505,3,1,64.82,24.06,0.5404,0.5433,0.3404,0.4279,5,2,5
U008506,32,23,1769.46,40.45,0.8875,0.1662,0.6291,0.8477,16,5,5
U008507,6,6,203.96,36.3,0.6742,0.3119,0.3099,0.4043,0,0,18
U008508,9,3,393.92,48.54,0.7855,0.3704,0.7039,0.5677,5,8,4
U008509,8,1,214.11,25.71,0.291,0.914,0.1702,0.3069,0,3,15
U008510,23,12,928.12,41.68,0.7558,0.3093,0.6158,0.4128,6,2,7
U008511,9,4,479.14,53.16,0.7436,0.3352,0.5022,0.9079,3,3,6
U008512,14,14,450.24,31.13,0.424,0.6579,0.1642,0.0,4,3,4
U008513,11,4,412.04,44.58,0.7464,0.2821,0.4653,0.5413,5,1,1
U008514,24,19,1065.2,43.51,0.6969,0.4311,0.6325,0.4057,6,2,0
U008515,3,1,93.39,35.21,0.3714,0.7685,0.299,0.2119,1,2,22
U008516,22,6,956.94,46.3,0.8232,0.2483,0.8179,0.8446,2,3,22
U008517,16,14,1066.48,83.0,0.7604,0.2399,0.8458,0.9757,8,7,4
U008518,18,13,943.25,59.54,0.7897,0.3165,0.4832,0.7068,9,2,6
U008519,6,2,264.38,41.21,0.4563,0.6877,0.3457,0.5505,3,0,9
U008520,13,10,456.95,33.95,0.4367,0.5694,0.2721,0.3305,3,3,9
U008521,7,6,153.9,20.3,0.5339,0.5639,0.6298,0.1016,0,3,8
U008522,16,11,453.53,36.37,0.5387,0.5349,0.7059,0.1695,6,6,0
U008523,12,9,381.53,37.84,0.6615,0.4562,0.6403,0.5121,6,7,2
U008524,17,12,806.59,43.02,0.9109,0.1768,0.6008,0.6141,6,5,31
U008525,11,2,630.15,55.08,0.9469,0.1853,0.6102,0.6344,6,10,1
U008526,10,3,433.21,45.87,0.5814,0.4625,0.5481,0.1871,6,0,12
U008527,25,15,1511.49,58.13,0.8865,0.138,0.6112,0.7203,10,8,0
U008528,10,3,327.51,28.96,0.7484,0.3573,0.5106,0.4259,7,0,6
U008529,6,1,98.64,18.41,0.541,0.4662,0.4453,0.3809,2,3,12
U008530,8,2,286.24,32.11,0.5869,0.5066,0.2155,0.1356,3,4,41
U008531,32,23,2420.68,71.09,0.929,0.1553,0.7141,0.6195,13,8,1
U008532,11,7,394.72,33.09,0.6255,0.3691,0.4528,0.5395,6,4,11
U008533,11,5,449.07,36.9,0.4856,0.5646,0.3549,0.2666,4,1,6
U008534,6,6,76.71,9.76,0.5527,0.4633,0.5397,0.2003,3,1,4
U008535,8,1,184.16,26.64,0.5863,0.4338,0.6791,0.16,3,4,7
U008536,14,8,294.12,27.41,0.5182,0.4105,0.3737,0.3424,5,1,6
U008537,2,1,21.39,9.64,0.5274,0.517,0.2374,0.1329,2,1,13
U008538,14,12,511.0,44.01,0.6884,0.4583,0.1041,0.4452,2,5,7
U008539,6,2,40.51,6.17,0.5144,0.5643,0.4992,0.1096,0,0,29
U008540,11,7,490.81,56.86,0.9034,0.2395,0.7597,0.8157,10,8,5
U008541,3,1,99.58,31.71,0.5451,0.5326,0.2727,0.1559,2,2,11
U008542,18,14,388.45,37.55,0.8134,0.2429,0.6332,0.8909,11,4,5
U008543,14,6,793.82,57.78,0.6485,0.4148,0.4873,0.1852,1,5,1
U008544,20,9,1067.98,51.17,0.6899,0.3938,0.5375,0.9019,16,11,2
U008545,9,5,193.43,27.73,0.3197,0.7466,0.3462,0.1376,3,0,1
U008546,4,1,108.42,32.85,0.5187,0.4861,0.4893,0.2056,2,1,9
U008547,16,12,685.78,48.62,0.8409,0.1988,0.5136,0.474,7,2,10
U008548,3,4,171.66,56.97,0.8247,0.1968,0.4851,0.4729,13,3,9
U008549,13,8,518.55,60.69,0.8648,0.2894,0.5228,0.5963,2,3,6
U008550,29,17,1703.2,56.6,0.8439,0.2833,0.7797,0.6574,7,7,1
U008551,9,6,532.44,42.49,0.5748,0.4893,0.5733,0.2109,3,1,3
U008552,12,9,692.2,47.01,0.7024,0.2696,0.8763,0.6596,18,7,2
U008553,5,4,170.34,27.08,0.3535,0.7508,0.1169,0.0399,2,2,2
U008554,5,6,102.0,25.25,0.2371,0.8687,0.3755,0.4802,3,1,25
U008555,40,29,1378.64,62.06,0.9068,0.1557,0.4924,0.7387,22,8,6
U008556,21,13,799.39,39.28,0.5765,0.4522,0.4679,0.6614,9,2,2
U008557,3,1,89.42,32.48,0.466,0.4969,0.2829,0.5929,1,0,5
U008558,7,4,279.75,39.84,0.3615,0.7114,0.1382,0.208,4,3,15
U008559,7,8,241.76,30.01,0.617,0.3975,0.544,0.4516,4,2,1
U008560,20,11,998.42,42.59,0.8882,0.275,0.8442,0.6725,5,5,2
U008561,19,12,1100.68,69.63,0.8286,0.1699,0.9437,0.9902,9,8,0
U008562,10,7,324.82,36.29,0.6027,0.3693,0.2988,0.6553,2,5,2
U008563,11,5,443.73,46.0,0.6516,0.4293,0.5866,0.391,7,3,2
U008564,8,7,273.63,25.83,0.6605,0.4427,0.3707,0.0413,3,2,1
U008565,9,5,148.16,21.75,0.674,0.3375,0.2909,0.3647,2,0,34
U008566,9,8,404.4,41.4,0.638,0.4566,0.4397,0.0955,4,7,0
U008567,19,13,1481.16,53.48,0.708,0.3985,0.7811,0.7896,8,5,1
U008568,8,2,220.31,31.34,0.7341,0.3389,0.2493,0.6704,5,1,17
U008569,5,5,213.58,40.49,0.5384,0.6032,0.2256,0.1564,2,0,19
U008570,19,12,793.33,37.75,0.8224,0.2298,0.5864,0.7681,5,1,4
U008571,21,9,1180.98,58.27,0.7934,0.3157,0.8652,0.8643,8,12,6
U008572,7,3,101.4,13.53,0.6218,0.5358,0.2518,0.373,4,1,29
U008573,15,12,780.76,47.03,0.6736,0.3939,0.1498,0.1289,3,4,2
U008574,16,3,916.33,60.45,0.6139,0.5576,0.5942,0.7313,14,2,15
U008575,4,3,71.21,19.62,0.6064,0.4094,0.317,0.2425,2,1,3
U008576,15,8,703.89,42.44,0.7723,0.3105,0.6338,0.4559,4,3,5
U008577,10,6,233.13,18.5,0.486,0.5676,0.24,0.227,1,1,19
U008578,4,1,94.2,19.59,0.5106,0.587,0.4749,0.1528,1,2,32
U008579,23,15,458.76,17.52,0.867,0.2668,0.5794,0.5137,3,3,3
U008580,6,4,504.22,71.6,0.658,0.4213,0.6915,0.3717,1,5,15
U008581,16,12,484.08,38.67,0.7857,0.3777,0.6917,0.6932,6,1,5
U008582,8,2,148.68,17.98,0.6108,0.412,0.6342,0.5497,0,0,10
U008583,9,3,243.94,24.74,0.6567,0.4515,0.8519,0.2523,3,1,12
U008584,4,3,156.62,35.87,0.7146,0.2358,0.5049,0.2481,6,5,2
U008585,5,1,112.05,23.45,0.4408,0.6151,0.3374,0.0691,3,0,7
U008586,12,6,452.41,50.65,0.8172,0.2692,0.5702,0.6939,8,3,3
U008587,7,5,275.23,39.17,0.5816,0.4526,0.2974,0.3343,0,2,0
U008588,10,3,256.75,27.61,0.5875,0.4344,0.3368,0.3129,4,0,17
U008589,20,16,768.53,44.77,0.6874,0.5183,0.6438,0.1131,2,7,6
U008590,18,12,766.23,41.93,0.8879,0.1437,0.8938,0.8911,12,9,7
U008591,8,4,191.04,28.78,0.3731,0.5911,0.587,0.3689,4,3,52
U008592,5,3,127.99,22.7,0.6736,0.3441,0.3618,0.0547,2,0,3
U008593,29,15,1284.59,50.92,0.7245,0.3082,0.6365,0.6808,16,3,4
U008594,4,4,165.68,45.31,0.3753,0.721,0.3982,0.6666,3,2,27
U008595,31,17,1479.65,42.36,0.6988,0.3648,0.2986,0.5829,13,11,3
U008596,13,8,665.56,48.96,0.717,0.319,0.4793,0.5242,7,2,1
U008597,5,2,29.4,5.0,0.4334,0.7076,0.2622,0.2625,2,0,8
U008598,10,6,386.17,38.68,0.6055,0.3938,0.5727,0.517,4,6,0
U008599,8,2,367.61,43.79,0.5439,0.4842,0.582,0.0357,0,2,2
U008600,12,10,254.4,25.33,0.5352,0.5588,0.431,0.3674,1,3,14
U008601,27,19,1348.99,49.88,0.8316,0.2596,0.5094,0.5745,12,7,1
U008602,12,6,425.92,50.15,0.8214,0.2518,0.4832,0.5506,12,5,2
U008603,6,4,312.25,49.3,0.7677,0.3028,0.6855,0.349,10,2,0
U008604,11,9,336.2,34.07,0.8588,0.1906,0.7967,0.7745,18,7,1
U008605,4,1,187.04,44.04,0.5432,0.4103,0.5784,0.1256,3,6,5
U008606,15,10,728.61,38.93,0.8408,0.1234,0.6317,0.7234,15,5,0
U008607,5,3,128.15,24.32,0.4191,0.5264,0.3922,0.4721,3,1,3
U008608,15,8,681.37,47.39,0.6643,0.2985,0.7539,0.4681,6,6,1
U008609,6,5,258.12,46.35,0.6916,0.3645,0.522,0.5293,4,6,4
U008610,6,4,270.49,50.14,0.5983,0.5615,0.2567,0.231,1,0,13
U008611,16,11,398.01,29.23,0.6315,0.3808,0.7311,0.4414,7,5,2
U008612,11,7,351.22,34.08,0.4489,0.5051,0.2808,0.2811,2,1,16
U008613,13,12,534.4,40.03,0.5508,0.4996,0.3871,0.0822,3,5,7
U008614,2,1,58.1,26.39,0.3095,0.747,0.1554,0.0741,2,1,13
U008615,29,11,944.78,53.99,0.8269,0.21,0.6859,0.9002,10,5,0
U008616,17,6,610.4,55.2,0.9171,0.0972,0.5873,0.8171,10,7,6
U008617,8,4,252.52,28.18,0.5422,0.516,0.3574,0.2549,1,2,6
U008618,14,6,869.24,60.1,0.7483,0.3178,0.8192,0.5514,8,7,1
U008619,8,5,260.76,38.14,0.5605,0.4989,0.4704,0.4814,1,2,26
U008620,6,5,198.69,31.14,0.6396,0.3101,0.3299,0.4386,3,6,4
U008621,7,1,261.09,44.46,0.4705,0.5839,0.3948,0.1337,1,3,6
U008622,10,11,278.24,27.32,0.5647,0.4521,0.234,0.3824,4,3,3
U008623,4,8,28.21,5.0,0.4212,0.6158,0.4953,0.2846,6,1,4
U008624,10,7,473.09,45.56,0.8351,0.2096,0.7013,0.6776,10,7,1
U008625,5,3,36.34,7.35,0.5251,0.502,0.1312,0.3692,5,4,1
U008626,3,2,105.65,35.57,0.536,0.499,0.2104,0.1747,7,6,16
U008627,13,11,538.06,38.83,0.7092,0.3136,0.5542,0.4216,3,3,2
U008628,6,1,164.28,23.6,0.5051,0.5252,0.3048,0.311,1,0,4
U008629,12,7,544.03,42.88,0.6472,0.4028,0.5473,0.618,3,3,9
U008630,27,13,824.98,40.66,0.68,0.4219,0.4703,0.4716,9,7,4
U008631,5,1,24.72,5.0,0.4327,0.6036,0.3427,0.3257,4,1,16
U008632,4,4,141.96,32.44,0.4946,0.5388,0.5337,0.4604,3,0,18
U008633,19,8,1043.91,61.24,0.7281,0.1603,0.853,0.4609,11,9,6
U008634,11,7,342.35,29.92,0.5304,0.5837,0.3738,0.3506,2,4,1
U008635,22,7,1347.25,55.26,0.5598,0.5411,0.5508,0.3375,3,3,0
U008636,21,16,1199.72,53.04,0.829,0.2072,0.7429,0.6789,11,6,1
U008637,16,9,612.96,42.07,0.6885,0.3517,0.3892,0.7353,0,4,2
U008638,10,7,285.49,25.3,0.403,0.6759,0.3027,0.4513,0,0,10
U008639,28,17,1299.29,51.95,0.9225,0.2247,0.7668,0.8225,19,7,12
U008640,33,18,2115.36,67.97,0.902,0.1353,0.5093,0.7775,9,5,0
U008641,6,5,306.44,42.59,0.636,0.4618,0.2812,0.3163,5,7,8
U008642,15,11,508.24,44.73,0.5407,0.5479,0.5322,0.3219,10,6,0
U008643,22,15,1076.64,47.61,0.7851,0.238,0.6046,0.7886,17,3,0
U008644,6,6,229.26,37.4,0.7815,0.3442,0.5507,0.4293,1,1,5
U008645,8,1,265.81,32.21,0.5253,0.5193,0.2751,0.5761,3,3,4
U008646,11,3,165.5,16.68,0.4396,0.6256,0.3111,0.296,2,3,0
U008647,5,1,100.67,21.94,0.5544,0.4355,0.2674,0.0995,6,3,30
U008648,12,8,590.0,59.87,0.7586,0.3445,0.8765,0.6988,13,8,0
U008649,4,2,292.07,61.53,0.6871,0.3534,0.521,0.6498,7,2,13
U008650,8,3,181.3,24.6,0.3991,0.7059,0.6172,0.2655,5,1,6
U008651,14,9,295.9,20.31,0.769,0.3277,0.4515,0.5498,5,3,7
U008652,13,8,435.66,46.71,0.8452,0.1099,0.7321,0.6765,14,8,9
U008653,8,9,338.51,47.15,0.5921,0.4049,0.7247,0.3742,3,8,4
U008654,8,5,406.25,44.71,0.5842,0.5343,0.734,0.4514,2,6,7
U008655,30,23,2063.86,59.39,0.7249,0.3818,0.7987,0.9403,13,8,10
U008656,5,5,110.66,19.65,0.46,0.7048,0.4813,0.2046,1,0,6
U008657,12,11,134.95,10.55,0.5444,0.5903,0.5381,0.7332,7,3,20
U008658,6,4,216.39,48.72,0.5398,0.5712,0.5174,0.2956,3,3,5
U008659,31,13,1262.47,45.56,0.8368,0.1269,0.829,0.7526,20,5,0
U008660,12,10,417.0,43.73,0.6107,0.3858,0.3479,0.1547,7,3,2
U008661,5,7,109.66,22.92,0.6472,0.2986,0.245,0.3804,3,0,18
U008662,4,4,219.61,41.64,0.675,0.4753,0.3297,0.2885,2,3,5
U008663,16,12,697.31,47.59,0.7015,0.2765,0.5826,0.5352,3,3,0
U008664,6,7,184.14,33.78,0.4498,0.5699,0.05,0.5694,4,0,6
U008665,8,2,494.35,54.61,0.6146,0.4003,0.4481,0.8173,5,2,15
U008666,14,10,384.63,25.0,0.7105,0.2919,0.5144,0.2952,3,2,4
U008667,8,3,225.98,26.93,0.3725,0.713,0.2114,0.2341,1,1,18
U008668,4,5,183.68,40.76,0.6598,0.4105,0.5547,0.404,3,0,2
U008669,18,14,862.86,43.14,0.3869,0.8041,0.2206,0.0771,4,5,10
U008670,1,3,30.21,24.33,0.5023,0.4636,0.5117,0.1966,0,4,9
U008671,3,3,102.18,34.64,0.4406,0.562,0.468,0.1223,0,2,54
U008672,7,7,208.47,33.07,0.8349,0.1904,0.5134,0.3587,4,5,3
U008673,18,13,1207.07,62.16,0.827,0.3091,0.6841,0.8221,17,5,5
U008674,8,5,290.92,40.74,0.6345,0.4377,0.2054,0.2776,3,1,8
U008675,4,5,140.88,35.59,0.376,0.7818,0.2386,0.0662,1,5,1
U008676,17,13,622.16,35.72,0.7125,0.3098,0.626,0.5041,9,3,16
U008677,8,8,279.87,34.8,0.5386,0.5645,0.5545,0.7138,7,5,8
U008678,23,19,834.03,37.42,0.7163,0.3915,0.6394,0.31,7,1,4
U008679,26,11,1274.65,66.13,0.8508,0.151,0.7396,0.5724,18,11,0
U008680,34,19,2182.17,51.71,0.7412,0.2332,0.7509,0.6912,13,8,6
U008681,22,8,996.4,49.56,0.9392,0.1048,0.7421,0.584,12,4,4
U008682,14,13,859.65,54.72,0.99,0.0413,0.5328,0.7651,13,4,6
U008683,3,1,174.46,53.8,0.6025,0.5052,0.1948,0.0784,4,3,8
U008684,10,6,330.02,32.43,0.7848,0.2788,0.7067,0.4655,4,3,3
U008685,18,8,1250.63,69.1,0.9081,0.1321,0.7897,0.4893,13,3,0
U008686,13,7,833.42,59.66,0.8201,0.2059,0.6512,0.4747,11,5,25
U008687,19,13,530.45,30.04,0.8259,0.1263,0.7363,0.2676,4,6,54
U008688,19,13,1162.72,55.12,0.6516,0.4416,0.7033,0.3911,6,1,8
U008689,23,13,1443.96,53.36,0.603,0.4391,0.3986,0.6459,8,3,4
U008690,17,11,930.98,76.4,0.8128,0.1906,0.7036,0.7752,18,11,3
U008691,13,8,479.13,42.12,0.4848,0.5788,0.2096,0.3115,1,5,16
U008692,23,12,1134.68,71.39,0.9034,0.0859,0.9184,0.7103,11,4,0
U008693,11,9,406.25,48.12,0.6721,0.2958,0.5114,0.5407,4,6,1
U008694,27,11,1071.96,47.46,0.9153,0.1469,0.6113,0.783,10,4,5
U008695,16,4,436.92,22.46,0.7577,0.3011,0.3836,0.3199,6,4,19
U008696,28,13,1722.1,64.44,0.8935,0.2374,0.7978,0.5352,11,8,2
U008697,21,9,861.77,51.73,0.6455,0.3226,0.3412,0.656,9,6,6
U008698,15,6,489.39,32.29,0.9196,0.1653,0.4879,0.657,6,7,7
U008699,25,11,1689.61,49.81,0.7599,0.2454,0.8528,0.8391,14,8,2
U008700,4,4,182.19,43.74,0.7145,0.2768,0.3303,0.3163,0,0,8
U008701,11,8,482.91,51.86,0.7125,0.3805,0.5495,0.6699,5,6,1
U008702,23,10,1500.89,77.14,0.9696,0.1179,0.6465,0.6795,3,16,8
U008703,11,10,523.07,42.24,0.7497,0.383,0.64,0.5026,4,3,18
U008704,23,13,980.33,56.22,0.9254,0.1486,0.9389,0.6047,8,3,6
U008705,7,6,235.64,28.24,0.6287,0.3142,0.4001,0.4483,2,3,7
U008706,25,12,1643.99,49.92,0.9231,0.2695,0.696,0.5085,8,12,1
U008707,10,7,416.73,43.2,0.6199,0.3908,0.355,0.4194,2,3,10
U008708,5,3,87.98,19.12,0.4323,0.5829,0.05,0.3905,2,1,26
U008709,26,10,1918.5,67.88,0.7482,0.3447,0.829,0.459,12,3,3
U008710,15,8,752.7,40.43,0.8904,0.2338,0.4418,0.4783,8,3,7
U008711,10,6,298.96,33.91,0.5944,0.4441,0.278,0.4079,1,4,0
U008712,6,1,94.78,15.2,0.4507,0.7271,0.3202,0.2573,2,5,2
U008713,15,7,232.26,16.65,0.7258,0.3551,0.2992,0.6515,6,2,35
U008714,4,3,149.37,32.76,0.6807,0.2954,0.4474,0.2503,1,4,4
U008715,11,7,876.74,78.81,0.8633,0.2728,0.6184,0.7156,8,6,2
U008716,8,3,216.96,22.56,0.5783,0.4164,0.5989,0.1725,3,2,2
U008717,23,15,910.51,42.37,0.8559,0.2394,0.5507,0.4852,8,3,5
U008718,11,6,278.31,30.87,0.419,0.6191,0.1689,0.232,0,1,5
U008719,34,21,1967.8,47.99,0.9514,0.1382,0.7328,0.5509,13,4,4
U008720,16,12,600.34,41.01,0.6392,0.3413,0.6114,0.2669,4,2,0
U008721,15,12,486.43,29.65,0.7997,0.2813,0.4331,0.5161,6,5,4
U008722,9,8,420.65,50.49,0.6242,0.3985,0.2113,0.0911,1,0,22
U008723,11,9,407.54,31.3,0.4934,0.6649,0.05,0.2247,7,2,0
U008724,14,7,411.08,29.08,0.6704,0.4477,0.331,0.1059,1,1,9
U008725,8,8,200.03,29.73,0.4493,0.5958,0.4228,0.3404,1,2,13
U008726,14,3,821.87,45.57,0.5566,0.4018,0.6319,0.374,7,6,13
U008727,6,6,125.46,20.86,0.6415,0.4551,0.2395,0.3204,4,4,18
U008728,20,11,852.98,51.55,0.9503,0.2447,0.6157,0.4821,19,3,1
U008729,4,1,151.72,36.43,0.5708,0.4219,0.5132,0.3584,0,1,0
U008730,11,3,720.07,41.87,0.4872,0.5422,0.6495,0.2035,4,2,14
U008731,11,8,486.4,48.77,0.9469,0.0507,0.5114,0.4258,6,6,4
U008732,20,16,1350.85,56.23,0.8213,0.1856,0.6604,0.6055,6,7,6
U008733,5,6,142.98,29.76,0.4702,0.6343,0.2807,0.2968,3,0,6
U008734,4,1,37.33,14.07,0.4685,0.545,0.1257,0.1038,1,1,43
U008735,6,1,237.63,46.71,0.4767,0.6775,0.2596,0.4543,3,0,8
U008736,15,10,288.76,19.24,0.7019,0.3992,0.3405,0.5686,12,5,20
U008737,7,4,264.99,45.34,0.7217,0.3316,0.3772,0.3376,5,5,1
U008738,5,3,198.74,39.28,0.392,0.6864,0.2068,0.1959,1,2,61
U008739,8,4,112.27,15.29,0.4572,0.5807,0.4062,0.1968,3,0,3
U008740,3,3,103.73,55.54,0.8541,0.1543,0.8165,0.2295,6,2,3
U008741,6,4,137.59,17.63,0.6667,0.3484,0.451,0.4898,5,2,11
U008742,4,2,70.92,25.57,0.6105,0.4874,0.0982,0.2545,2,2,7
U008743,6,1,134.5,22.79,0.5631,0.3242,0.176,0.6115,3,2,6
U008744,8,3,310.3,33.1,0.6085,0.4695,0.4196,0.3008,5,2,3
U008745,9,6,261.9,24.79,0.3828,0.6756,0.0567,0.1686,4,1,14
U008746,9,4,574.19,47.22,0.5049,0.616,0.351,0.0,2,1,3
U008747,13,6,327.77,34.84,0.7133,0.3173,0.6037,0.3941,7,4,0
U008748,27,12,2245.64,72.35,0.8094,0.2771,0.6062,0.7721,11,6,0
U008749,9,4,171.58,21.24,0.7097,0.3574,0.0644,0.3449,3,2,3
U008750,6,4,175.88,30.99,0.5538,0.4729,0.4507,0.6148,4,3,21
U008751,12,10,435.1,35.55,0.5474,0.5124,0.5521,0.461,4,5,1
U008752,3,2,123.57,43.71,0.5555,0.6105,0.3529,0.0,2,0,38
U008753,16,7,875.37,74.12,0.8466,0.217,0.81,0.635,16,10,13
U008754,15,10,793.25,48.3,0.7598,0.3148,0.4203,0.4103,4,0,5
U008755,3,1,20.64,8.26,0.4174,0.652,0.344,0.2917,2,0,31
U008756,4,3,91.14,22.91,0.3781,0.6764,0.1557,0.0042,3,0,90
U008757,17,12,278.55,16.41,0.735,0.272,0.6252,0.3173,7,4,3
U008758,9,5,489.03,45.57,0.8162,0.3215,0.6536,0.5609,6,8,5
U008759,15,12,607.21,38.65,0.6031,0.3967,0.5026,0.6883,7,4,8
U008760,16,7,671.66,34.28,0.8606,0.0717,0.5402,0.4734,5,3,4
U008761,14,7,800.32,46.3,0.623,0.5045,0.4531,0.4379,9,2,4
U008762,7,6,205.63,29.36,0.5928,0.4671,0.624,0.6579,6,4,6
U008763,8,6,557.18,74.69,0.6193,0.4745,0.545,0.4854,6,8,4
U008764,4,1,97.77,22.78,0.5826,0.525,0.4493,0.4085,1,1,3
U008765,4,1,62.66,15.71,0.6978,0.4055,0.4149,0.2458,0,1,14
U008766,2,1,80.48,35.99,0.5412,0.4387,0.5179,0.3779,6,0,2
U008767,22,16,1597.26,53.92,0.7354,0.3545,0.4355,0.3188,9,3,3
U008768,9,6,474.36,39.56,0.7332,0.3066,0.4525,0.6158,3,2,4
U008769,11,9,304.62,29.85,0.5797,0.5407,0.7626,0.6333,7,4,12
U008770,7,7,298.29,38.28,0.6002,0.5543,0.2034,0.1036,3,1,1
